scenario_id,student_id,rank,project_id
recsys_only,237,5,101
recsys_only,237,6,107
recsys_only,237,7,111
recsys_only,237,8,110
recsys_only,237,9,106
recsys_only,237,10,109
recsys_only,237,11,10
recsys_only,237,12,129
recsys_only,237,13,76
recsys_only,237,14,83
recsys_only,237,15,123
recsys_only,237,16,2
recsys_only,237,17,133
recsys_only,237,18,130
recsys_only,237,19,22
recsys_only,237,20,26
recsys_only,238,1,2
recsys_only,238,2,133
recsys_only,238,3,166
recsys_only,238,4,108
recsys_only,238,5,111
recsys_only,238,6,107
recsys_only,238,7,104
recsys_only,238,8,110
recsys_only,238,9,106
recsys_only,238,10,109
recsys_only,238,11,57
recsys_only,238,12,152
recsys_only,238,13,143
recsys_only,238,14,10
recsys_only,238,15,130
recsys_only,238,16,26
recsys_only,238,17,147
recsys_only,238,18,66
recsys_only,238,19,20
recsys_only,238,20,80
recsys_only,239,1,102
recsys_only,239,2,2
recsys_only,239,3,17
recsys_only,239,4,22
recsys_only,239,5,9
recsys_only,239,6,10
recsys_only,239,7,180
recsys_only,239,8,1
recsys_only,239,9,26
recsys_only,239,10,169
recsys_only,239,11,15
recsys_only,239,12,11
recsys_only,239,13,20
recsys_only,239,14,18
recsys_only,239,15,19
recsys_only,239,16,57
recsys_only,239,17,46
recsys_only,239,18,36
recsys_only,239,19,34
recsys_only,239,20,183
recsys_only,240,1,9
recsys_only,240,2,145
recsys_only,240,3,26
recsys_only,240,4,84
recsys_only,240,5,22
recsys_only,240,6,1
recsys_only,240,7,31
recsys_only,240,8,11
recsys_only,240,9,66
recsys_only,240,10,138
recsys_only,240,11,2
recsys_only,240,12,92
recsys_only,240,13,10
recsys_only,240,14,46
recsys_only,240,15,51
recsys_only,240,16,57
recsys_only,240,17,86
recsys_only,240,18,113
recsys_only,240,19,119
recsys_only,240,20,32
recsys_only,241,1,2
recsys_only,241,2,133
recsys_only,241,3,166
recsys_only,241,4,108
recsys_only,241,5,111
recsys_only,241,6,107
recsys_only,241,7,110
recsys_only,241,8,106
recsys_only,241,9,104
recsys_only,241,10,57
recsys_only,241,11,109
recsys_only,241,12,152
recsys_only,241,13,143
recsys_only,241,14,10
recsys_only,241,15,130
recsys_only,241,16,26
recsys_only,241,17,147
recsys_only,241,18,66
recsys_only,241,19,80
recsys_only,241,20,20
recsys_only,242,1,2
recsys_only,242,2,108
recsys_only,242,3,106
recsys_only,242,4,152
recsys_only,242,5,57
recsys_only,242,6,143
recsys_only,242,7,10
recsys_only,242,8,20
recsys_only,242,9,19
recsys_only,242,10,130
recsys_only,242,11,133
recsys_only,242,12,71
recsys_only,242,13,26
recsys_only,242,14,147
recsys_only,242,15,166
recsys_only,242,16,66
recsys_only,242,17,63
recsys_only,242,18,80
recsys_only,242,19,92
recsys_only,242,20,175
recsys_only,243,1,9
recsys_only,243,2,84
recsys_only,243,3,22
recsys_only,243,4,46
recsys_only,243,5,32
recsys_only,243,6,68
recsys_only,243,7,103
recsys_only,243,8,145
recsys_only,243,9,26
recsys_only,243,10,31
recsys_only,243,11,66
recsys_only,243,12,1
recsys_only,243,13,11
recsys_only,243,14,174
recsys_only,243,15,2
recsys_only,243,16,92
recsys_only,243,17,10
recsys_only,243,18,138
recsys_only,243,19,43
recsys_only,243,20,199
recsys_only,244,1,2
recsys_only,244,2,133
recsys_only,244,3,166
recsys_only,244,4,108
recsys_only,244,5,106
recsys_only,244,6,111
recsys_only,244,7,110
recsys_only,244,8,57
recsys_only,244,9,104
recsys_only,244,10,107
recsys_only,244,11,109
recsys_only,244,12,152
recsys_only,244,13,143
recsys_only,244,14,26
recsys_only,244,15,10
recsys_only,244,16,147
recsys_only,244,17,130
recsys_only,244,18,66
recsys_only,244,19,80
recsys_only,244,20,1
recsys_only,245,1,36
recsys_only,245,2,62
recsys_only,245,3,61
recsys_only,245,4,102
recsys_only,245,5,34
recsys_only,245,6,2
recsys_only,245,7,71
recsys_only,245,8,53
recsys_only,245,9,15
recsys_only,245,10,17
recsys_only,245,11,66
recsys_only,245,12,1
recsys_only,245,13,10
recsys_only,245,14,11
recsys_only,245,15,26
recsys_only,245,16,20
recsys_only,245,17,22
recsys_only,245,18,125
recsys_only,245,19,9
recsys_only,245,20,19
recsys_only,246,1,26
recsys_only,246,2,9
recsys_only,246,3,2
recsys_only,246,4,10
recsys_only,246,5,145
recsys_only,246,6,22
recsys_only,246,7,57
recsys_only,246,8,103
recsys_only,246,9,31
recsys_only,246,10,84
recsys_only,246,11,1
recsys_only,246,12,171
recsys_only,246,13,107
recsys_only,246,14,111
recsys_only,246,15,80
recsys_only,246,16,11
recsys_only,246,17,109
recsys_only,246,18,104
recsys_only,246,19,92
recsys_only,246,20,110
recsys_only,247,1,18
recsys_only,247,2,34
recsys_only,247,3,17
recsys_only,247,4,19
recsys_only,247,5,53
recsys_only,247,6,51
recsys_only,247,7,93
recsys_only,247,8,151
recsys_only,247,9,125
recsys_only,247,10,9
recsys_only,247,11,1
recsys_only,247,12,11
recsys_only,247,13,22
recsys_only,247,14,3
recsys_only,247,15,20
recsys_only,247,16,176
recsys_only,247,17,46
recsys_only,247,18,49
recsys_only,247,19,32
recsys_only,247,20,37
recsys_only,248,1,108
recsys_only,248,2,106
recsys_only,248,3,2
recsys_only,248,4,133
recsys_only,248,5,130
recsys_only,248,6,147
recsys_only,248,7,166
recsys_only,248,8,111
recsys_only,248,9,104
recsys_only,248,10,57
recsys_only,248,11,107
recsys_only,248,12,110
recsys_only,248,13,109
recsys_only,248,14,175
recsys_only,248,15,19
recsys_only,248,16,10
recsys_only,248,17,143
recsys_only,248,18,15
recsys_only,248,19,152
recsys_only,248,20,20
recsys_only,249,1,9
recsys_only,249,2,84
recsys_only,249,3,22
recsys_only,249,4,46
recsys_only,249,5,32
recsys_only,249,6,68
recsys_only,249,7,26
recsys_only,249,8,103
recsys_only,249,9,145
recsys_only,249,10,2
recsys_only,249,11,31
recsys_only,249,12,66
recsys_only,249,13,92
recsys_only,249,14,174
recsys_only,249,15,1
recsys_only,249,16,10
recsys_only,249,17,57
recsys_only,249,18,11
recsys_only,249,19,43
recsys_only,249,20,138
recsys_only,250,1,69
recsys_only,250,2,50
recsys_only,250,3,12
recsys_only,250,4,63
recsys_only,250,5,165
recsys_only,250,6,46
recsys_only,250,7,73
recsys_only,250,8,81
recsys_only,250,9,3
recsys_only,250,10,114
recsys_only,250,11,43
recsys_only,250,12,62
recsys_only,250,13,59
recsys_only,250,14,48
recsys_only,250,15,17
recsys_only,250,16,126
recsys_only,250,17,194
recsys_only,250,18,141
recsys_only,250,19,1
recsys_only,250,20,76
recsys_only,251,1,111
recsys_only,251,2,109
recsys_only,251,3,107
recsys_only,251,4,104
recsys_only,251,5,110
recsys_only,251,6,133
recsys_only,251,7,2
recsys_only,251,8,1
recsys_only,251,9,11
recsys_only,251,10,9
recsys_only,251,11,15
recsys_only,251,12,10
recsys_only,251,13,26
recsys_only,251,14,49
recsys_only,251,15,27
recsys_only,251,16,166
recsys_only,251,17,57
recsys_only,251,18,108
recsys_only,251,19,101
recsys_only,251,20,92
recsys_only,252,1,36
recsys_only,252,2,61
recsys_only,252,3,62
recsys_only,252,4,34
recsys_only,252,5,102
recsys_only,252,6,53
recsys_only,252,7,71
recsys_only,252,8,66
recsys_only,252,9,165
recsys_only,252,10,2
recsys_only,252,11,125
recsys_only,252,12,17
recsys_only,252,13,22
recsys_only,252,14,9
recsys_only,252,15,10
recsys_only,252,16,1
recsys_only,252,17,11
recsys_only,252,18,26
recsys_only,252,19,15
recsys_only,252,20,18
recsys_only,253,1,9
recsys_only,253,2,84
recsys_only,253,3,22
recsys_only,253,4,32
recsys_only,253,5,46
recsys_only,253,6,68
recsys_only,253,7,103
recsys_only,253,8,26
recsys_only,253,9,145
recsys_only,253,10,31
recsys_only,253,11,66
recsys_only,253,12,1
recsys_only,253,13,92
recsys_only,253,14,11
recsys_only,253,15,174
recsys_only,253,16,10
recsys_only,253,17,2
recsys_only,253,18,138
recsys_only,253,19,43
recsys_only,253,20,199
recsys_only,254,1,36
recsys_only,254,2,61
recsys_only,254,3,62
recsys_only,254,4,102
recsys_only,254,5,34
recsys_only,254,6,53
recsys_only,254,7,71
recsys_only,254,8,66
recsys_only,254,9,189
recsys_only,254,10,125
recsys_only,254,11,2
recsys_only,254,12,161
recsys_only,254,13,17
recsys_only,254,14,1
recsys_only,254,15,22
recsys_only,254,16,11
recsys_only,254,17,26
recsys_only,254,18,165
recsys_only,254,19,10
recsys_only,254,20,9
recsys_only,255,1,12
recsys_only,255,2,50
recsys_only,255,3,69
recsys_only,255,4,81
recsys_only,255,5,63
recsys_only,255,6,73
recsys_only,255,7,114
recsys_only,255,8,194
recsys_only,255,9,59
recsys_only,255,10,43
recsys_only,255,11,48
recsys_only,255,12,141
recsys_only,255,13,165
recsys_only,255,14,159
recsys_only,255,15,46
recsys_only,255,16,177
recsys_only,255,17,150
recsys_only,255,18,126
recsys_only,255,19,1
recsys_only,255,20,11
recsys_only,256,1,2
recsys_only,256,2,57
recsys_only,256,3,152
recsys_only,256,4,143
recsys_only,256,5,10
recsys_only,256,6,9
recsys_only,256,7,1
recsys_only,256,8,133
recsys_only,256,9,11
recsys_only,256,10,192
recsys_only,256,11,20
recsys_only,256,12,26
recsys_only,256,13,19
recsys_only,256,14,71
recsys_only,256,15,166
recsys_only,256,16,80
recsys_only,256,17,92
recsys_only,256,18,43
recsys_only,256,19,66
recsys_only,256,20,63
recsys_only,257,1,12
recsys_only,257,2,50
recsys_only,257,3,69
recsys_only,257,4,81
recsys_only,257,5,63
recsys_only,257,6,73
recsys_only,257,7,114
recsys_only,257,8,3
recsys_only,257,9,43
recsys_only,257,10,141
recsys_only,257,11,194
recsys_only,257,12,46
recsys_only,257,13,150
recsys_only,257,14,159
recsys_only,257,15,126
recsys_only,257,16,177
recsys_only,257,17,1
recsys_only,257,18,11
recsys_only,257,19,17
recsys_only,257,20,18
recsys_only,258,1,9
recsys_only,258,2,84
recsys_only,258,3,22
recsys_only,258,4,46
recsys_only,258,5,32
recsys_only,258,6,103
recsys_only,258,7,68
recsys_only,258,8,26
recsys_only,258,9,145
recsys_only,258,10,31
recsys_only,258,11,66
recsys_only,258,12,2
recsys_only,258,13,1
recsys_only,258,14,11
recsys_only,258,15,174
recsys_only,258,16,92
recsys_only,258,17,10
recsys_only,258,18,43
recsys_only,258,19,57
recsys_only,258,20,199
recsys_only,259,1,22
recsys_only,259,2,9
recsys_only,259,3,46
recsys_only,259,4,32
recsys_only,259,5,84
recsys_only,259,6,103
recsys_only,259,7,68
recsys_only,259,8,26
recsys_only,259,9,2
recsys_only,259,10,191
recsys_only,259,11,31
recsys_only,259,12,174
recsys_only,259,13,57
recsys_only,259,14,10
recsys_only,259,15,15
recsys_only,259,16,43
recsys_only,259,17,199
recsys_only,259,18,145
recsys_only,259,19,118
recsys_only,259,20,126
recsys_only,260,1,36
recsys_only,260,2,62
recsys_only,260,3,2
recsys_only,260,4,61
recsys_only,260,5,17
recsys_only,260,6,1
recsys_only,260,7,10
recsys_only,260,8,22
recsys_only,260,9,11
recsys_only,260,10,26
recsys_only,260,11,9
recsys_only,260,12,15
recsys_only,260,13,20
recsys_only,260,14,102
recsys_only,260,15,19
recsys_only,260,16,57
recsys_only,260,17,18
recsys_only,260,18,37
recsys_only,260,19,31
recsys_only,260,20,3
recsys_only,261,1,36
recsys_only,261,2,61
recsys_only,261,3,62
recsys_only,261,4,34
recsys_only,261,5,102
recsys_only,261,6,53
recsys_only,261,7,71
recsys_only,261,8,66
recsys_only,261,9,189
recsys_only,261,10,125
recsys_only,261,11,161
recsys_only,261,12,165
recsys_only,261,13,17
recsys_only,261,14,2
recsys_only,261,15,1
recsys_only,261,16,20
recsys_only,261,17,19
recsys_only,261,18,11
recsys_only,261,19,180
recsys_only,261,20,26
recsys_only,262,1,9
recsys_only,262,2,145
recsys_only,262,3,22
recsys_only,262,4,84
recsys_only,262,5,26
recsys_only,262,6,1
recsys_only,262,7,11
recsys_only,262,8,31
recsys_only,262,9,138
recsys_only,262,10,2
recsys_only,262,11,92
recsys_only,262,12,66
recsys_only,262,13,10
recsys_only,262,14,46
recsys_only,262,15,51
recsys_only,262,16,86
recsys_only,262,17,32
recsys_only,262,18,57
recsys_only,262,19,119
recsys_only,262,20,113
recsys_only,263,1,169
recsys_only,263,2,183
recsys_only,263,3,20
recsys_only,263,4,37
recsys_only,263,5,9
recsys_only,263,6,22
recsys_only,263,7,59
recsys_only,263,8,2
recsys_only,263,9,17
recsys_only,263,10,1
recsys_only,263,11,160
recsys_only,263,12,18
recsys_only,263,13,10
recsys_only,263,14,11
recsys_only,263,15,15
recsys_only,263,16,26
recsys_only,263,17,34
recsys_only,263,18,51
recsys_only,263,19,32
recsys_only,263,20,19
recsys_only,264,1,26
recsys_only,264,2,2
recsys_only,264,3,9
recsys_only,264,4,10
recsys_only,264,5,145
recsys_only,264,6,22
recsys_only,264,7,84
recsys_only,264,8,103
recsys_only,264,9,66
recsys_only,264,10,31
recsys_only,264,11,57
recsys_only,264,12,80
recsys_only,264,13,171
recsys_only,264,14,1
recsys_only,264,15,92
recsys_only,264,16,11
recsys_only,264,17,104
recsys_only,264,18,138
recsys_only,264,19,111
recsys_only,264,20,110
recsys_only,265,1,2
recsys_only,265,2,133
recsys_only,265,3,166
recsys_only,265,4,111
recsys_only,265,5,108
recsys_only,265,6,104
recsys_only,265,7,109
recsys_only,265,8,57
recsys_only,265,9,107
recsys_only,265,10,106
recsys_only,265,11,110
recsys_only,265,12,152
recsys_only,265,13,143
recsys_only,265,14,10
recsys_only,265,15,26
recsys_only,265,16,130
recsys_only,265,17,147
recsys_only,265,18,80
recsys_only,265,19,9
recsys_only,265,20,66
recsys_only,266,1,9
recsys_only,266,2,84
recsys_only,266,3,22
recsys_only,266,4,46
recsys_only,266,5,32
recsys_only,266,6,103
recsys_only,266,7,68
recsys_only,266,8,26
recsys_only,266,9,145
recsys_only,266,10,66
recsys_only,266,11,31
recsys_only,266,12,1
recsys_only,266,13,2
recsys_only,266,14,11
recsys_only,266,15,174
recsys_only,266,16,92
recsys_only,266,17,138
recsys_only,266,18,10
recsys_only,266,19,199
recsys_only,266,20,43
recsys_only,267,1,36
recsys_only,267,2,61
recsys_only,267,3,165
recsys_only,267,4,34
recsys_only,267,5,71
recsys_only,267,6,53
recsys_only,267,7,62
recsys_only,267,8,66
recsys_only,267,9,1
recsys_only,267,10,17
recsys_only,267,11,2
recsys_only,267,12,10
recsys_only,267,13,20
recsys_only,267,14,15
recsys_only,267,15,189
recsys_only,267,16,46
recsys_only,267,17,19
recsys_only,267,18,26
recsys_only,267,19,125
recsys_only,267,20,3
recsys_only,268,1,36
recsys_only,268,2,61
recsys_only,268,3,62
recsys_only,268,4,34
recsys_only,268,5,102
recsys_only,268,6,53
recsys_only,268,7,71
recsys_only,268,8,66
recsys_only,268,9,22
recsys_only,268,10,189
recsys_only,268,11,2
recsys_only,268,12,9
recsys_only,268,13,125
recsys_only,268,14,17
recsys_only,268,15,1
recsys_only,268,16,10
recsys_only,268,17,11
recsys_only,268,18,26
recsys_only,268,19,18
recsys_only,268,20,57
recsys_only,269,1,17
recsys_only,269,2,20
recsys_only,269,3,37
recsys_only,269,4,160
recsys_only,269,5,93
recsys_only,269,6,10
recsys_only,269,7,169
recsys_only,269,8,15
recsys_only,269,9,102
recsys_only,269,10,19
recsys_only,269,11,183
recsys_only,269,12,18
recsys_only,269,13,71
recsys_only,269,14,34
recsys_only,269,15,151
recsys_only,269,16,53
recsys_only,269,17,80
recsys_only,269,18,61
recsys_only,269,19,51
recsys_only,269,20,125
recsys_only,270,1,106
recsys_only,270,2,108
recsys_only,270,3,2
recsys_only,270,4,133
recsys_only,270,5,130
recsys_only,270,6,147
recsys_only,270,7,166
recsys_only,270,8,57
recsys_only,270,9,111
recsys_only,270,10,109
recsys_only,270,11,104
recsys_only,270,12,107
recsys_only,270,13,175
recsys_only,270,14,110
recsys_only,270,15,15
recsys_only,270,16,152
recsys_only,270,17,27
recsys_only,270,18,26
recsys_only,270,19,10
recsys_only,270,20,143
recsys_only,271,1,9
recsys_only,271,2,84
recsys_only,271,3,103
recsys_only,271,4,22
recsys_only,271,5,26
recsys_only,271,6,46
recsys_only,271,7,32
recsys_only,271,8,43
recsys_only,271,9,68
recsys_only,271,10,2
recsys_only,271,11,10
recsys_only,271,12,118
recsys_only,271,13,145
recsys_only,271,14,150
recsys_only,271,15,57
recsys_only,271,16,191
recsys_only,271,17,31
recsys_only,271,18,80
recsys_only,271,19,1
recsys_only,271,20,11
recsys_only,272,1,2
recsys_only,272,2,133
recsys_only,272,3,166
recsys_only,272,4,108
recsys_only,272,5,109
recsys_only,272,6,111
recsys_only,272,7,104
recsys_only,272,8,107
recsys_only,272,9,110
recsys_only,272,10,106
recsys_only,272,11,57
recsys_only,272,12,152
recsys_only,272,13,130
recsys_only,272,14,143
recsys_only,272,15,26
recsys_only,272,16,147
recsys_only,272,17,10
recsys_only,272,18,66
recsys_only,272,19,80
recsys_only,272,20,175
recsys_only,273,1,36
recsys_only,273,2,34
recsys_only,273,3,2
recsys_only,273,4,53
recsys_only,273,5,9
recsys_only,273,6,61
recsys_only,273,7,62
recsys_only,273,8,71
recsys_only,273,9,66
recsys_only,273,10,22
recsys_only,273,11,17
recsys_only,273,12,1
recsys_only,273,13,10
recsys_only,273,14,26
recsys_only,273,15,11
recsys_only,273,16,125
recsys_only,273,17,102
recsys_only,273,18,20
recsys_only,273,19,31
recsys_only,273,20,19
recsys_only,274,1,12
recsys_only,274,2,50
recsys_only,274,3,69
recsys_only,274,4,63
recsys_only,274,5,81
recsys_only,274,6,46
recsys_only,274,7,73
recsys_only,274,8,43
recsys_only,274,9,3
recsys_only,274,10,114
recsys_only,274,11,165
recsys_only,274,12,141
recsys_only,274,13,194
recsys_only,274,14,159
recsys_only,274,15,126
recsys_only,274,16,150
recsys_only,274,17,62
recsys_only,274,18,177
recsys_only,274,19,76
recsys_only,274,20,1
recsys_only,275,1,9
recsys_only,275,2,145
recsys_only,275,3,84
recsys_only,275,4,26
recsys_only,275,5,22
recsys_only,275,6,1
recsys_only,275,7,11
recsys_only,275,8,138
recsys_only,275,9,66
recsys_only,275,10,31
recsys_only,275,11,2
recsys_only,275,12,92
recsys_only,275,13,10
recsys_only,275,14,46
recsys_only,275,15,51
recsys_only,275,16,86
recsys_only,275,17,32
recsys_only,275,18,119
recsys_only,275,19,57
recsys_only,275,20,113
recsys_only,276,1,36
recsys_only,276,2,61
recsys_only,276,3,62
recsys_only,276,4,17
recsys_only,276,5,22
recsys_only,276,6,2
recsys_only,276,7,9
recsys_only,276,8,1
recsys_only,276,9,10
recsys_only,276,10,11
recsys_only,276,11,18
recsys_only,276,12,20
recsys_only,276,13,102
recsys_only,276,14,34
recsys_only,276,15,19
recsys_only,276,16,26
recsys_only,276,17,15
recsys_only,276,18,53
recsys_only,276,19,46
recsys_only,276,20,37
recsys_only,277,1,20
recsys_only,277,2,37
recsys_only,277,3,17
recsys_only,277,4,169
recsys_only,277,5,93
recsys_only,277,6,183
recsys_only,277,7,34
recsys_only,277,8,151
recsys_only,277,9,18
recsys_only,277,10,53
recsys_only,277,11,19
recsys_only,277,12,61
recsys_only,277,13,10
recsys_only,277,14,71
recsys_only,277,15,15
recsys_only,277,16,59
recsys_only,277,17,51
recsys_only,277,18,160
recsys_only,277,19,176
recsys_only,277,20,80
recsys_only,278,1,12
recsys_only,278,2,69
recsys_only,278,3,50
recsys_only,278,4,63
recsys_only,278,5,81
recsys_only,278,6,46
recsys_only,278,7,114
recsys_only,278,8,3
recsys_only,278,9,73
recsys_only,278,10,43
recsys_only,278,11,141
recsys_only,278,12,165
recsys_only,278,13,194
recsys_only,278,14,62
recsys_only,278,15,126
recsys_only,278,16,150
recsys_only,278,17,20
recsys_only,278,18,159
recsys_only,278,19,37
recsys_only,278,20,17
recsys_only,279,1,36
recsys_only,279,2,61
recsys_only,279,3,62
recsys_only,279,4,102
recsys_only,279,5,34
recsys_only,279,6,53
recsys_only,279,7,71
recsys_only,279,8,66
recsys_only,279,9,189
recsys_only,279,10,125
recsys_only,279,11,2
recsys_only,279,12,1
recsys_only,279,13,161
recsys_only,279,14,17
recsys_only,279,15,11
recsys_only,279,16,22
recsys_only,279,17,15
recsys_only,279,18,10
recsys_only,279,19,26
recsys_only,279,20,165
recsys_only,280,1,9
recsys_only,280,2,84
recsys_only,280,3,43
recsys_only,280,4,103
recsys_only,280,5,118
recsys_only,280,6,150
recsys_only,280,7,22
recsys_only,280,8,1
recsys_only,280,9,46
recsys_only,280,10,2
recsys_only,280,11,32
recsys_only,280,12,11
recsys_only,280,13,10
recsys_only,280,14,26
recsys_only,280,15,66
recsys_only,280,16,68
recsys_only,280,17,36
recsys_only,280,18,80
recsys_only,280,19,57
recsys_only,280,20,141
recsys_prof_rank,131,1,169
recsys_prof_rank,131,2,183
recsys_prof_rank,131,3,20
recsys_prof_rank,131,4,37
recsys_prof_rank,131,5,17
recsys_prof_rank,131,6,160
recsys_prof_rank,131,7,93
recsys_prof_rank,131,8,18
recsys_prof_rank,131,9,34
recsys_prof_rank,131,10,151
recsys_prof_rank,131,11,10
recsys_prof_rank,131,12,15
recsys_prof_rank,131,13,71
recsys_prof_rank,131,14,53
recsys_prof_rank,131,15,19
recsys_prof_rank,131,16,51
recsys_prof_rank,131,17,80
recsys_prof_rank,131,18,61
recsys_prof_rank,131,19,176
recsys_prof_rank,131,20,59
recsys_prof_rank,132,1,50
recsys_prof_rank,132,2,69
recsys_prof_rank,132,3,73
recsys_prof_rank,132,4,63
recsys_prof_rank,132,5,12
recsys_prof_rank,132,6,46
recsys_prof_rank,132,7,114
recsys_prof_rank,132,8,81
recsys_prof_rank,132,9,43
recsys_prof_rank,132,10,194
recsys_prof_rank,132,11,177
recsys_prof_rank,132,12,165
recsys_prof_rank,132,13,141
recsys_prof_rank,132,14,150
recsys_prof_rank,132,15,126
recsys_prof_rank,132,16,3
recsys_prof_rank,132,17,62
recsys_prof_rank,132,18,20
recsys_prof_rank,132,19,17
recsys_prof_rank,132,20,1
recsys_prof_rank,133,1,110
recsys_prof_rank,133,2,107
recsys_prof_rank,133,3,111
recsys_prof_rank,133,4,104
recsys_prof_rank,133,5,109
recsys_prof_rank,133,6,2
recsys_prof_rank,133,7,1
recsys_prof_rank,133,8,133
recsys_prof_rank,133,9,26
recsys_prof_rank,133,10,11
recsys_prof_rank,133,11,15
recsys_prof_rank,133,12,10
recsys_prof_rank,133,13,9
recsys_prof_rank,133,14,108
recsys_prof_rank,133,15,80
recsys_prof_rank,133,16,27
recsys_prof_rank,133,17,66
recsys_prof_rank,133,18,166
recsys_prof_rank,133,19,57
recsys_prof_rank,133,20,49
recsys_prof_rank,134,1,63
recsys_prof_rank,134,2,69
recsys_prof_rank,134,3,50
recsys_prof_rank,134,4,12
recsys_prof_rank,134,5,114
recsys_prof_rank,134,6,81
recsys_prof_rank,134,7,73
recsys_prof_rank,134,8,46
recsys_prof_rank,134,9,43
recsys_prof_rank,134,10,141
recsys_prof_rank,134,11,194
recsys_prof_rank,134,12,126
recsys_prof_rank,134,13,2
recsys_prof_rank,134,14,62
recsys_prof_rank,134,15,129
recsys_prof_rank,134,16,3
recsys_prof_rank,134,17,26
recsys_prof_rank,134,18,17
recsys_prof_rank,134,19,76
recsys_prof_rank,134,20,10
recsys_prof_rank,135,1,36
recsys_prof_rank,135,2,61
recsys_prof_rank,135,3,62
recsys_prof_rank,135,4,102
recsys_prof_rank,135,5,34
recsys_prof_rank,135,6,71
recsys_prof_rank,135,7,53
recsys_prof_rank,135,8,189
recsys_prof_rank,135,9,66
recsys_prof_rank,135,10,125
recsys_prof_rank,135,11,161
recsys_prof_rank,135,12,165
recsys_prof_rank,135,13,180
recsys_prof_rank,135,14,2
recsys_prof_rank,135,15,20
recsys_prof_rank,135,16,17
recsys_prof_rank,135,17,26
recsys_prof_rank,135,18,1
recsys_prof_rank,135,19,11
recsys_prof_rank,135,20,10
recsys_prof_rank,136,1,36
recsys_prof_rank,136,2,61
recsys_prof_rank,136,3,102
recsys_prof_rank,136,4,62
recsys_prof_rank,136,5,34
recsys_prof_rank,136,6,165
recsys_prof_rank,136,7,71
recsys_prof_rank,136,8,66
recsys_prof_rank,136,9,53
recsys_prof_rank,136,10,189
recsys_prof_rank,136,11,1
recsys_prof_rank,136,12,10
recsys_prof_rank,136,13,26
recsys_prof_rank,136,14,15
recsys_prof_rank,136,15,17
recsys_prof_rank,136,16,20
recsys_prof_rank,136,17,2
recsys_prof_rank,136,18,3
recsys_prof_rank,136,19,19
recsys_prof_rank,136,20,11
recsys_prof_rank,137,1,36
recsys_prof_rank,137,2,34
recsys_prof_rank,137,3,61
recsys_prof_rank,137,4,53
recsys_prof_rank,137,5,71
recsys_prof_rank,137,6,189
recsys_prof_rank,137,7,102
recsys_prof_rank,137,8,66
recsys_prof_rank,137,9,125
recsys_prof_rank,137,10,62
recsys_prof_rank,137,11,161
recsys_prof_rank,137,12,180
recsys_prof_rank,137,13,165
recsys_prof_rank,137,14,9
recsys_prof_rank,137,15,22
recsys_prof_rank,137,16,17
recsys_prof_rank,137,17,2
recsys_prof_rank,137,18,1
recsys_prof_rank,137,19,10
recsys_prof_rank,137,20,11
recsys_prof_rank,138,1,62
recsys_prof_rank,138,2,3
recsys_prof_rank,138,3,59
recsys_prof_rank,138,4,36
recsys_prof_rank,138,5,48
recsys_prof_rank,138,6,17
recsys_prof_rank,138,7,71
recsys_prof_rank,138,8,20
recsys_prof_rank,138,9,61
recsys_prof_rank,138,10,34
recsys_prof_rank,138,11,2
recsys_prof_rank,138,12,1
recsys_prof_rank,138,13,9
recsys_prof_rank,138,14,15
recsys_prof_rank,138,15,37
recsys_prof_rank,138,16,26
recsys_prof_rank,138,17,10
recsys_prof_rank,138,18,76
recsys_prof_rank,138,19,22
recsys_prof_rank,138,20,11
recsys_prof_rank,139,1,17
recsys_prof_rank,139,2,169
recsys_prof_rank,139,3,93
recsys_prof_rank,139,4,20
recsys_prof_rank,139,5,37
recsys_prof_rank,139,6,51
recsys_prof_rank,139,7,18
recsys_prof_rank,139,8,183
recsys_prof_rank,139,9,10
recsys_prof_rank,139,10,34
recsys_prof_rank,139,11,15
recsys_prof_rank,139,12,151
recsys_prof_rank,139,13,19
recsys_prof_rank,139,14,176
recsys_prof_rank,139,15,53
recsys_prof_rank,139,16,80
recsys_prof_rank,139,17,22
recsys_prof_rank,139,18,9
recsys_prof_rank,139,19,11
recsys_prof_rank,139,20,1
recsys_prof_rank,140,1,61
recsys_prof_rank,140,2,36
recsys_prof_rank,140,3,62
recsys_prof_rank,140,4,165
recsys_prof_rank,140,5,102
recsys_prof_rank,140,6,71
recsys_prof_rank,140,7,34
recsys_prof_rank,140,8,53
recsys_prof_rank,140,9,66
recsys_prof_rank,140,10,189
recsys_prof_rank,140,11,17
recsys_prof_rank,140,12,1
recsys_prof_rank,140,13,2
recsys_prof_rank,140,14,26
recsys_prof_rank,140,15,10
recsys_prof_rank,140,16,20
recsys_prof_rank,140,17,15
recsys_prof_rank,140,18,22
recsys_prof_rank,140,19,9
recsys_prof_rank,140,20,3
recsys_prof_rank,141,1,133
recsys_prof_rank,141,2,2
recsys_prof_rank,141,3,166
recsys_prof_rank,141,4,110
recsys_prof_rank,141,5,152
recsys_prof_rank,141,6,108
recsys_prof_rank,141,7,111
recsys_prof_rank,141,8,107
recsys_prof_rank,141,9,104
recsys_prof_rank,141,10,106
recsys_prof_rank,141,11,109
recsys_prof_rank,141,12,57
recsys_prof_rank,141,13,130
recsys_prof_rank,141,14,147
recsys_prof_rank,141,15,143
recsys_prof_rank,141,16,26
