project_id,project_name,professor_email,description,tags
29160,"""Разработка программы маркетинга для создаваемого с нуля бизнеса в сфере производства безалкогольных напитков""",teacher_77,Проект фокусируется на создании комплексной маркетинговой программы для создаваемого с нуля бизнеса по производству безалкогольных напитков. Разрабатываемая стратегия охватит этапы от формирования идеи до вывода продукта на рынок. Особое внимание будет уделено позиционированию и каналам сбыта.,"Marketing, Strategy, Product Management"
29224,Разработка комплексной маркетинговой программы для создаваемого с нуля бренда уходовой косметики,teacher_78,"Данная работа предполагает формирование маркетинговой стратегии для нового бренда уходовой косметики. Будут проанализированы конкуренты, определена целевая аудитория и предложены оптимальные каналы коммуникации. Проект обеспечит базу для успешного запуска продукта на бьюти-рынке.","Marketing, Strategy, Business Analysis"
30511,Разработка комплекса маркетинга для сервиса персонализированной навигации,teacher_79,"Проект направлен на создание маркетинговой стратегии для нового ИТ-продукта — сервиса персонализированной навигации. Включает разработку позиционирования, определение каналов привлечения пользователей и стратегии удержания. Реализация комплекса поможет сервису быстро набрать активную аудиторию.","Marketing, Strategy, Product Management"
32172,Разработка программы маркетинга для создаваемого с 0 бизнеса в сфере правильного быстрого питания,teacher_77,"Целью проекта является создание эффективной маркетинговой программы для нового бизнеса в сегменте правильного быстрого питания. Разработка стратегии включает анализ рынка, выбор формата заведений и планирование рекламных кампаний. Это позволит привлечь целевую аудиторию, ориентированную на здоровый образ жизни.","Marketing, Strategy, Business Analysis"
33518,Разработка программы маркетинга по производству мембранных тканей для рынка РФ,teacher_80,"Проект посвящен разработке стратегии продвижения для предприятия, производящего мембранные ткани на территории России. В ходе работы будет проведен анализ отечественного рынка и выявлены перспективные B2B-клиенты. Разработанная программа поможет занять уверенные позиции в отрасли.","Marketing, Strategy, Business Analysis"
36670,Разработка комплекса маркетинга для консалтингового агентства для медицинских организаций,teacher_80,"В рамках проекта создается маркетинговая стратегия для консалтингового агентства, работающего с медицинскими организациями. Будут определены ключевые услуги, конкурентные преимущества и методы привлечения B2B-клиентов. Это обеспечит стабильный рост клиентской базы агентства.","Marketing, Strategy, Business Analysis"
37907,Бессознательные конфликты специалистов при формировании личного бренда в социальных сетях,teacher_81,"Исследование фокусируется на бессознательных конфликтах, с которыми сталкиваются специалисты при развитии личного бренда в социальных сетях. Анализируются психологические барьеры публичности и самопрезентации. Результаты помогут профессионалам эффективнее выстраивать свою онлайн-репутацию.","Research, Marketing, Analytics"
37914,Психоаналитическое исследование граней женского у женщин-лидеров на примере миллениалов,teacher_82,Данный проект представляет собой психоаналитическое исследование особенностей женского лидерства на примере поколения миллениалов. Рассматриваются различные аспекты женской идентичности и их влияние на управленческий стиль. Выводы будут полезны для понимания современных тенденций в корпоративной культуре.,"Research, Analytics, Business Analysis"
1076,Персональные данные в трудовых отношениях: границы контроля работодателя.,teacher_83,Проект посвящен правовому анализу использования персональных данных сотрудников в рамках трудовых отношений. Будут исследованы законодательные границы допустимого контроля со стороны работодателя. Работа поможет сформировать рекомендации по соблюдению баланса интересов сторон.,"Legal Tech, Research, Analytics"
1086,Правовой режим специальных категорий персональных данных.,teacher_83,"Исследование направлено на изучение особенностей правового режима защиты специальных категорий персональных данных. Анализируется текущее законодательство, регулирующее сбор и обработку чувствительной информации. Результаты позволят улучшить практики соблюдения нормативных требований в организациях.","Legal Tech, Research, Analytics"
1279,Анализ бюджетной востребованности инструмента государственных (муниципальных) гарантий по отношении к иным долговым инструментам,teacher_84,Проект анализирует роль государственных и муниципальных гарантий в сравнении с другими долговыми инструментами. Оценивается их бюджетная востребованность и эффективность применения в текущих экономических условиях. Выводы могут быть использованы для оптимизации государственной долговой политики.,"Economics, Finance, Research, Analytics"
2157,Взаимосвязь искусственного интеллекта и устойчивости малых и средних предприятий: роль технологических способностей,teacher_35,"Исследование изучает, как внедрение технологий искусственного интеллекта влияет на устойчивость малых и средних предприятий. Особое внимание уделяется роли технологических способностей компаний в процессе цифровой трансформации. Проект выявит ключевые факторы успешной интеграции ИИ в бизнес-процессы.","Research, Business Analysis, Machine Learning"
2328,Финтех в банковском бизнесе: тенденции и перспективы,teacher_85,"В данной работе анализируется влияние Финтех в контексте развития современного банковского бизнеса. Рассматриваются текущие тенденции, вызовы и перспективы внедрения новых подходов в финансовом секторе. Проект поможет определить эффективные стратегии повышения конкурентоспособности банков.","Finance, Business Analysis, Research, Strategy"
2471,"Адаптация персонала в государственных организациях: методы, особенности и проблемы",teacher_54,"Проект посвящен изучению процессов адаптации новых сотрудников в структурах государственного управления. Анализируются применяемые методы онбординга, выявляется их специфика и основные проблемы. Работа предложит рекомендации по повышению эффективности кадровой политики в госсекторе.","Research, Analytics, Business Analysis"
2602,Экономические причины и последствия внутренней образовательной миграции абитуриентов в России: анализ и инструменты государственного регулирования,teacher_36,Исследование рассматривает экономические причины и последствия образовательной миграции абитуриентов внутри России. Оцениваются существующие инструменты государственного регулирования этих потоков и их эффективность. Результаты помогут в разработке сбалансированных образовательных политик на уровне регионов.,"Economics, Education, Research, Analytics"
2988,"Обязанности директора компании в России, США и Великобритании",teacher_37,"Проект представляет собой сравнительный анализ должностных обязанностей и ответственности директоров компаний в России, США и Великобритании. Изучаются стандарты корпоративного управления и фидуциарные обязанности руководителей. Работа будет полезна для специалистов в области международного корпоративного права.","Legal Tech, Research, Business Analysis"
3582,Правовые позиции Конституционного Суда РФ по вопросам защиты права собственности  ,teacher_86,В рамках проекта анализируется практика и ключевые правовые позиции Конституционного Суда Российской Федерации по вопросам защиты права собственности. Будет рассмотрено влияние этих решений на правоприменительную практику. Исследование поможет глубже понимать конституционные гарантии имущественных прав.,"Legal Tech, Research"
4974,Анализ программы продвижения продукта в компании,teacher_87,Данная работа нацелена на аудит и анализ действующей программы продвижения конкретного продукта внутри компании. Будет оценена эффективность рекламных каналов и стратегий взаимодействия с целевой аудиторией. Итогом станут практические рекомендации по оптимизации маркетинговой тактики.,"Marketing, Analytics, Research, Strategy"
5032,"Исследование факторов научно-технологического развития (на примере региона, отрасли, сферы государственной политики)",teacher_88,Исследование фокусируется на выявлении факторов научно-технологического развития на примере выбранной отрасли или региона. Проводится анализ эффективности мер государственной политики и поддержки инноваций. Проект поможет сформулировать стратегические инициативы для стимулирования технологического роста.,"Research, Economics, Strategy"
5173,Разработка ИТ-архитектуры компании и системы управления корпоративными данными,teacher_89,"Проект посвящен проектированию современной ИТ-архитектуры компании и системы управления корпоративными данными. Будут определены принципы эффективного хранения, обработки и защиты внутренней информации. Реализация проекта повысит качество бизнес-аналитики и управляемость предприятия.","Data Science, Analytics, Backend, Strategy"
5787,Обеспечение импортозамещения посредством государственных закупок,teacher_90,В работе исследуется механизм использования государственных закупок как инструмента стимулирования политики импортозамещения. Оценивается нормативно-правовая база и экономический эффект от преференций отечественным производителям. Результаты помогут выявить узкие места в текущей системе госзаказа.,"Economics, Research, Legal Tech, Strategy"
6063,Анализ и развитие проектной деятельности в ИТ-компании,teacher_91,Проект направлен на изучение и развитие проектной деятельности внутри ИТ-компании. Будут проанализированы применяемые методологии управления и выявлены зоны для оптимизации рабочего процесса. Предложенные решения помогут повысить эффективность команд разработки и успешность релизов.,"Product Management, Analytics, Strategy, Business Analysis"
6238,Анализ влияния инструментов искусственного интеллекта на финансовые результаты компании,teacher_92,Исследование оценивает экономический эффект от внедрения инструментов искусственного интеллекта в бизнес-процессы компании. Анализируются изменения ключевых финансовых результатов и операционной эффективности. Проект предоставит доказательную базу для обоснования инвестиций в машинное обучение.,"Finance, Economics, Analytics, Machine Learning"
6460,Исследование брендов в креативных индустриях,teacher_93,"Данный проект посвящен анализу особенностей формирования и продвижения брендов в креативных индустриях. Изучаются успешные кейсы позиционирования, визуальной айдентики и взаимодействия с аудиторией. Работа поможет выявить ключевые факторы успеха творческих проектов на рынке.","Marketing, Research, Strategy, Design"
6675,Коммуникационная стратегия продвижения корейских косметических товаров на российском рынке на маркетплейсах,teacher_94,"Цель проекта — разработка эффективной коммуникационной стратегии для продвижения корейских косметических товаров на российских маркетплейсах. Включает анализ алгоритмов платформ, конкурентной среды и предпочтений онлайн-покупателей. Результаты позволят увеличить узнаваемость продукции и продажи.","Marketing, Strategy, Product Management, Analytics"
7473,"Факторы вероятности обращения за кредитами, размера кредитов и направлений использования кредитов домохозяйствами в 2003-2023 гг. по данным ОБДХ",teacher_29,"В рамках проекта проводится глубокий анализ данных обследования бюджетов домашних хозяйств (ОБДХ) за период 2003-2023 гг. Изучаются факторы, влияющие на вероятность обращения за кредитами, их размер и направления использования. Результаты позволят лучше понимать тенденции кредитного поведения населения.","Data Science, Analytics, Economics, Research"
7723,Лидер и организация: механизмы влияния персональных качеств руководителя на деятельность фирмы,teacher_63,"Исследование изучает механизмы влияния персональных качеств руководителя на общую деятельность фирмы. Анализируется взаимосвязь между управленческим стилем лидера, корпоративной культурой и эффективностью организации. Проект поможет сформировать профиль компетенций успешного руководителя.","Research, Business Analysis, Strategy"
7779,Маркетинговая стратегия компании,teacher_95,"Проект направлен на разработку комплексной маркетинговой стратегии для выбранной компании. Включает в себя аудит текущего положения, анализ конкурентов и формирование плана профильных активностей. Реализация стратегии будет способствовать усилению рыночных позиций бизнеса.","Marketing, Strategy, Product Management, Business Analysis"
7928,Исследование возможности применения ИИ для автоматизации анализа рисков ИБ,teacher_96,Проект посвящен исследованию возможностей применения искусственного интеллекта для автоматизации анализа рисков информационной безопасности. Будет оценена эффективность использования алгоритмов для выявления угроз и уязвимостей. Итоги работы помогут повысить скорость реакции на киберинциденты.,"Research, Machine Learning, Analytics, Data Science"
8132,Разработка Telegram-бота для учета рабочих смен,teacher_97,Цель проекта — разработать Telegram-бота для автоматизированного учета рабочих смен сотрудников. Будет создан удобный интерфейс взаимодействия и настроена серверная логика для агрегации данных о рабочем времени. Решение поможет оптимизировать HR-администрирование в компаниях.,"Backend, Product Management, Business Analysis"
8794,Искусственный интеллект в правосудии и проблема справедливого судебного разбирательства ,teacher_98,В исследовании рассматривается использование систем искусственного интеллекта в правосудии и сопутствующая проблема обеспечения справедливого судебного разбирательства. Оцениваются риски алгоритмической предвзятости и их влияние на процессуальные права. Проект предлагает пути минимизации негативных последствий автоматизации.,"Legal Tech, Research, Machine Learning"
9101,Сравнение скорости обучения моделей с использованием различных оптимизаторов,teacher_18,Данный проект направлен на практическое сравнение скорости обучения моделей машинного обучения при использовании различных оптимизаторов. Будут проведены вычислительные эксперименты для оценки скорости сходимости алгоритмов. Результаты помогут специалистам оптимальнее подбирать параметры обучения нейросетей.,"Machine Learning, Data Science, Research"
9243,Оценка эффективности функционирования логистических систем,teacher_99,"Проект предполагает оценку эффективности функционирования логистических систем в современных экономических условиях. Будут проанализированы ключевые показатели результативности, затраты на хранение и транспортировку. Работа позволит выявить резервы для снижения издержек и оптимизации цепей поставок.","Analytics, Business Analysis, Economics, Research"
9253,Оптимизация планирования поставок производственной компании,teacher_20,Исследование нацелено на оптимизацию процессов планирования поставок для производственной компании. В ходе работы будет проведен анализ существующих логистических потоков и предложены методы улучшения графиков снабжения. Это обеспечит бесперебойность производства при оптимизации складских запасов.,"Analytics, Business Analysis, Strategy"
9361,Карьерные ценности выпускников поколения Z,teacher_15,"Данное исследование изучает карьерные ценности и профессиональные ожидания выпускников поколения Z. Анализируются ключевые факторы, влияющие на выбор работодателя и уровень мотивации молодых специалистов. Выводы будут полезны для адаптации корпоративных стратегий найма.","Research, Analytics, Education"
9394,"Правовое регулирование облигаций (купоны, дефолты, досрочное прекращение)",teacher_100,"Проект детально рассматривает правовое регулирование эмиссии и обращения облигаций на финансовом рынке. Анализируется практика, связанная с выплатой купонов, процедурами дефолта и условиями досрочного прекращения обязательств. Исследование актуально для специалистов корпоративного права и инвесторов.","Legal Tech, Finance, Research"
9395,Применение методов искусственного интеллекта в управлении бизнесом,teacher_30,В работе исследуется практическое применение методов искусственного интеллекта в системах управления бизнесом. Оценивается потенциал автоматизации принятия решений и прогнозирования рыночных изменений. Проект поможет руководителям определить оптимальные сферы для внедрения ИИ-инструментов.,"Machine Learning, Business Analysis, Strategy, Research"
9409,Внедрение инструментов искусственного интеллекта в операционную деятельность компании,teacher_15,"Проект посвящен внедрению инструментов искусственного интеллекта в операционную деятельность компании. Анализируются возможности автоматизации рутинных процессов, клиентского сервиса и бэк-офиса. Реализация предложенного плана позволит существенно снизить издержки и ускорить бизнес-операции.","Machine Learning, Business Analysis, Strategy, Product Management"
9452,Совершенствование стратегического управления предприятием с помощью методов искусственного интеллекта,teacher_30,"Данное исследование фокусируется на совершенствовании стратегического управления предприятием за счет использования методов искусственного интеллекта. Рассматриваются подходы к предиктивной аналитике, моделированию сценариев и оценке рисков. Проект предлагает новые способы повышения качества планирования.","Strategy, Machine Learning, Business Analysis, Research"
9477,Повышение операционной эффективности сетевой розничной компании,teacher_30,"В рамках проекта разрабатывается комплекс мер, направленных на повышение операционной эффективности сетевой розничной компании. Проводится аудит текущих процессов, логистики и работы торговых точек. Предложенные рекомендации помогут увеличить рентабельность сети и улучшить клиентский опыт.","Business Analysis, Analytics, Strategy, Economics"
9539,Программное обеспечение для реализации SPICE моделирования интегральных МОП-транзисторов и КМОП схем с учетом факторов старения,teacher_101,Проект направлен на создание программного обеспечения для SPICE-моделирования интегральных МОП-транзисторов и КМОП схем. Особенностью решения станет учет физических факторов деградации и старения компонентов с течением времени. Инструмент будет востребован в сфере проектирования надежной микроэлектроники.,"Backend, Research, Data Science"
9545,Разработка креативной стратегии кампании по повышению привлекательности туризма на территории РФ для граждан других государств (по заказу АНО «Национальные приоритеты»),teacher_102,"Работа посвящена разработке креативной стратегии для повышения туристической привлекательности РФ среди граждан других государств по заказу АНО «Национальные приоритеты». Проект включает проработку позиционирования, визуальной коммуникации и форматов продвижения. Стратегия поможет улучшить имидж страны.","Strategy, Marketing, Design, Product Management"
9566,Разработка рейтинга ESG на основе ИИ,teacher_103,Цель проекта — разработка методики формирования ESG-рейтинга компаний с использованием искусственного интеллекта. Для сбора и анализа данных об устойчивом развитии будут применяться алгоритмы машинного обучения. Созданный рейтинг обеспечит инвесторов более объективной и оперативной информацией.,"Machine Learning, Data Science, Finance, Research"
9581,Государственная политика в отношении коренных малочисленных народов,teacher_104,Исследование посвящено анализу государственной политики в отношении коренных малочисленных народов. Рассматриваются правовые и социально-экономические проблемы сохранения их традиционного образа жизни. Проект предложит пути совершенствования региональных программ в данной сфере.,"Legal Tech, Economics, Research"
9599,Правовые конструкции синдицированного кредитования,teacher_100,"Проект представляет собой глубокий юридический анализ правовых конструкций, используемых в рамках синдицированного кредитования. Рассматриваются вопросы распределения рисков, структурирования договоров и защиты прав кредиторов. Результаты будут полезны для сопровождения крупных финансовых сделок.","Legal Tech, Finance, Research, Business Analysis"
9973,Применение методов машинного обучения для прогнозирования игровых действий в многопользовательских онлайн-играх,teacher_105,"Исследование посвящено применению алгоритмов искусственного интеллекта для анализа поведения игроков. В рамках проекта разрабатываются предиктивные модели, прогнозирующие игровые действия пользователей в многопользовательских онлайн-играх. Это позволит улучшить игровой опыт и оптимизировать механики взаимодействия.","Machine Learning, Data Science, Analytics"
10407,Разработка стратегии цифровой трансформации предприятия на основе сквозного моделирования бизнес-процессов,teacher_16,Проект направлен на создание комплексной стратегии цифровой трансформации для современных предприятий. Основным инструментом выступает сквозное моделирование существующих бизнес-процессов. Итогом станет план внедрения цифровых решений для повышения операционной эффективности компании.,"Strategy, Product Management, Business Analysis"
11252,Правовые основы охраны природы и заповедного дела,teacher_69,"Данная работа исследует юридические аспекты, регулирующие охрану окружающей среды и функционирование заповедных зон. Проводится анализ существующей нормативно-правовой базы в сфере экологии. Выявляются ключевые правовые механизмы защиты природных ресурсов.","Legal Tech, Research"
12719,Внутренний диалог как механизм развития личности,teacher_106,Исследование фокусируется на психологическом феномене внутреннего диалога и его влиянии на личностный рост. Рассматриваются механизмы саморефлексии и их роль в формировании сознания человека. Работа направлена на глубокий теоретический и практический анализ внутриличностной коммуникации.,"Research, Education"
12759,Вклад образования в социально-экономическое развитие,teacher_107,Проект оценивает влияние уровня и качества образования на социально-экономические показатели общества. Проводится анализ макроэкономических данных и образовательных трендов. Работа призвана продемонстрировать роль человеческого капитала в экономическом росте.,"Economics, Analytics, Education, Research"
13315,Давыдкина М.Ю.: Повышение операционной эффективности компании Х,teacher_108,Работа посвящена анализу текущих бизнес-процессов компании Х с целью выявления точек роста. Разрабатываются практические рекомендации по повышению операционной эффективности предприятия. Исследуются методы оптимизации затрат и улучшения управленческих метрик.,"Strategy, Business Analysis, Analytics"
13833,Разработка и анализ новых инструментов промпт-инжиниринга с использованием методов Design-мышления,teacher_44,Проект исследует современные подходы к созданию запросов для генеративных нейросетей через призму дизайн-мышления. Разрабатываются новые инструменты промпт-инжиниринга для повышения качества взаимодействия с ИИ. Особое внимание уделяется пользовательскому опыту и эмпатии в процессе формулирования задач.,"NLP, Design, Research, Machine Learning"
13849,Анализ структуры и динамики предпочтений участников образовательного процесса на основе методов обработки категориальных данных,teacher_44,"В рамках проекта применяются методы анализа данных для исследования предпочтений студентов и преподавателей. Обрабатываются большие массивы категориальных данных, описывающих образовательный процесс. Результаты помогут адаптировать учебные программы под реальные потребности аудитории.","Data Science, Analytics, Education"
14501,Роль миграционной политики государства в предупреждении преступности среди мигрантов,teacher_109,Исследование анализирует влияние государственной миграционной политики на уровень правонарушений. Рассматриваются законодательные инициативы и их эффективность в социальной адаптации мигрантов. Цель работы — выявить правовые механизмы профилактики преступности в данной среде.,"Legal Tech, Research, Analytics"
15130,Распознавание синтетических видео на основе анализа микро-выражений лиц для онлайн конференций,teacher_19,Проект направлен на создание алгоритма для выявления дипфейков и синтетических видео в режиме реального времени. В основе метода лежит детектирование и анализ микро-выражений человеческого лица. Решение планируется применять для обеспечения безопасности онлайн-конференций.,"Computer Vision, Machine Learning, Data Science, Research"
15153,Разработка основных подходов к построению агентных систем поддержки образовательного процесса,teacher_110,"Работа посвящена проектированию интеллектуальных агентных систем для сферы образования. Исследуются архитектурные подходы и алгоритмы, способные автоматизировать поддержку студентов и преподавателей. Внедрение таких систем направлено на персонализацию и повышение эффективности обучения.","Education, Machine Learning, Research, Backend"
15361,Влияние цифровизации на финансовые показатели банковского сектора РФ,teacher_85,"Проект исследует, как внедрение цифровых технологий отражается на прибыльности и устойчивости российских банков. Проводится анализ финансовых метрик и успешности цифровых сервисов. Результаты позволят оценить экономический эффект от трансформации банковского сектора.","Finance, Economics, Analytics"
15500,СТРАТЕГИЧЕСКОЕ РАЗВИТИЕ БАНКОВСКИХ ЭКОСИСТЕМ И ИХ ВЛИЯНИЕ НА ФИНАНСОВУЮ УСТОЙЧИВОСТЬ И АНТИКРИЗИСНОЕ УПРАВЛЕНИЕ,teacher_85,Работа анализирует стратегии формирования крупных экосистем вокруг традиционных банковских услуг. Изучается влияние таких структур на финансовую устойчивость кредитных организаций в периоды кризисов. Формируются рекомендации по антикризисному управлению в условиях экосистемного бизнеса.,"Finance, Economics, Strategy, Product Management"
15938,Категорийный анализ мармелада по данным компании производителя,teacher_111,"В рамках проекта Категорийный проводится глубокий анализ товарной категории мармелада на основе внутренних данных компании-производителя. Изучаются метрики продаж, предпочтения потребителей и производственные показатели. Итогом станет формирование инсайтов для оптимизации ассортимента и роста выручки.","Data Science, Analytics, Business Analysis, Marketing"
16189,Разработка платформы симуляции юридических сценариев с использованием искусственного интеллекта для совершенствования профессиональных компетенций юристов,teacher_112,Проект предполагает создание образовательного ИИ-сервиса для специалистов в области права. Разрабатываемая платформа будет генерировать реалистичные юридические сценарии и судебные кейсы. Это позволит юристам оттачивать профессиональные навыки в безопасной симулированной среде.,"Legal Tech, Machine Learning, Web Development, Education"
20435,Как внедрить подписочную монетизацию в сервис доставки еды? Кейс на примере бренда Dostaевский,teacher_113,"Данный кейс исследует возможности перехода сервиса доставки еды на модель монетизации по подписке. На примере бренда Dostaевский анализируются риски, выгоды и экономика такого подхода. Разрабатывается пошаговая стратегия внедрения подписочной модели для удержания клиентов.","Strategy, Product Management, Marketing, Business Analysis"
21471,Специфика карьерных предпочтений и профессиональной мотивации современной молодежи,teacher_114,"Исследование фокусируется на анализе факторов, влияющих на карьерный выбор молодых специалистов. Изучаются современные тренды на рынке труда и мотивационные стимулы, актуальные для молодежи. Результаты помогут работодателям адаптировать свои HR-стратегии.","Research, Analytics, Education"
21621,Психоаналитический коучинг как инструмент повышения эффективности руководителей из дисфункциональных семей,teacher_50,"Проект исследует специфику применения коучинга в работе с руководителями, имеющими опыт дисфункциональных семейных отношений. В рамках работы Психоаналитический анализирует влияние психологического бэкграунда на управленческие навыки. Разрабатываются адаптированные подходы для повышения личной эффективности таких менеджеров.","Research, Analytics, Business Analysis"
23439,"Разработка модели для оценки пищевой ценности (белков, жиров, углеводов) блюд по изображениям и/или текстовым описаниям",teacher_7,В рамках проекта создается алгоритм машинного обучения для автоматического расчета КБЖУ готовых блюд. На вход модели подаются фотографии еды или текстовое описание состава. Решение нацелено на применение в приложениях для диетологии и здорового образа жизни.,"Computer Vision, Machine Learning, NLP, Data Science"
24516,"Сравнительный анализ концепций работы со спонсорами и болельщиками ХК «Динамо», ХК «Спартак» и ПХК ЦСКА",teacher_75,Работа посвящена изучению маркетинговых стратегий ведущих хоккейных клубов Москвы. Проводится сравнительный анализ подходов к взаимодействию со спонсорами и вовлечению фанатской базы. Выявляются лучшие практики спортивного маркетинга для повышения лояльности аудитории.,"Marketing, Strategy, Analytics, Research"
24852,Трансформация моделей управления проекта Формула 1 в компании Liberty Media Corporation (2017 - 2024 гг.),teacher_75,Проект анализирует изменения в управленческой модели Формулы 1 после ее приобретения корпорацией Liberty Media. Рассматривается период с 2017 по 2024 год с акцентом на стратегические и коммерческие трансформации. Изучается влияние новых подходов на глобальную популярность и доходы гоночной серии.,"Strategy, Business Analysis, Research, Economics"
25535,Особенности построения личного бренда российского спортсмена в цифровой среде,teacher_115,Данное исследование рассматривает специфику формирования и продвижения личного бренда спортсменов в интернете. Анализируются инструменты цифрового маркетинга и работы с социальными сетями. Выявляются успешные стратегии коммуникации для повышения медийного веса атлетов в России.,"Marketing, Design, Research, Strategy"
25576,Платформа для аналитики финансовых результатов компаний,teacher_5,Цель проекта — разработка комплексного веб-решения для анализа финансовой отчетности и бизнес-показателей компаний. Платформа агрегирует данные и предоставляет удобные дашборды для оценки экономической эффективности. Продукт ориентирован на инвесторов и финансовых аналитиков.,"Finance, Web Development, Backend, Analytics, Business Analysis"
25893,Букмекерские отчисления как драйвер развития компьютерного спорта,teacher_116,Работа исследует роль целевых отчислений от букмекерских компаний в финансировании киберспорта. Анализируется влияние этих финансовых вливаний на рост индустрии и проведение турниров. Оцениваются экономические перспективы интеграции беттинга и компьютерного спорта.,"Finance, Economics, Analytics, Research"
25943,Designated Player Rule как стратегический инструмент спортивного маркетинга и юридического управления брендом MLS: сравнительный анализ с европейской моделью трансферного рынка,teacher_117,Исследование посвящено «Правилу назначенного игрока» в лиге MLS как ключевому фактору развития бренда и привлечения звезд. Проводится подробный юридический и маркетинговый анализ в сравнении с традиционным европейским трансферным рынком. Оценивается влияние правила на коммерческую успешность лиги.,"Legal Tech, Marketing, Strategy, Product Management"
26214,Мониторинг репутации компании через анализ упоминания в сети,teacher_118,Проект направлен на создание системы автоматизированного отслеживания и анализа упоминаний бренда в интернете. Применяются методы сбора данных и анализа тональности текста для оценки репутации компании. Это позволит бизнесу оперативно реагировать на информационные поводы и отзывы клиентов.,"Data Science, NLP, Marketing, Analytics"
26653,Сравнительный анализ регулирования футбольной агентской деятельности в России и в Европе,teacher_74,"Работа проводит комплексное сравнение нормативно-правовой базы, регламентирующей работу футбольных агентов. Исследуются особенности юридического статуса агентов в Российской Федерации и странах Европы. Анализируются последние изменения в регламентах FIFA и их имплементация на национальном уровне.","Legal Tech, Research, Analytics"
26832,Исследование эффективности нейросетевых методов автоматизации расчёта начальной максимальной цены контракта в сфере государственных закупок,teacher_119,Проект оценивает возможности использования искусственного интеллекта для автоматизации процессов в сфере госзакупок. Основной фокус направлен на нейросетевой расчет начальной максимальной цены контракта. Анализируется точность моделей и потенциальный экономический эффект от их внедрения.,"Machine Learning, Economics, Analytics, Research"
27182,Психодинамические детерминанты преемственности в семейном бизнесе на примере сериала «Наследники»,teacher_120,Исследование разбирает психологические и управленческие аспекты передачи власти в семейных компаниях. В качестве основного кейса для анализа используется сюжет и поведение персонажей сериала «Наследники». Выявляются ключевые конфликты и психодинамические барьеры в процессе преемственности капитала.,"Research, Business Analysis, Strategy"
27820,Разработка интеллектуальной системы управления игровым процессом и достижениями в Steam,teacher_18,"Проект посвящен созданию автоматизированного инструмента для платформы Steam, помогающего пользователям управлять своими играми и отслеживать достижения. Разрабатываемая система будет применять алгоритмы рекомендаций и анализа данных для оптимизации игрового опыта. Особое внимание уделяется интеграции с API платформы.","Backend, Recommendation Systems, Analytics, Product Management"
28701,Взаимосвязь практик эмоционального потребления и финансового поведения студенческой молодежи московских вузов,teacher_121,"В исследовании анализируется, как эмоции влияют на покупательские привычки и управление личными финансами среди студентов. Сбор данных проводится на базе учащихся московских университетов. Итогом работы станут выводы о паттернах потребительского поведения и уровне финансовой грамотности молодежи.","Finance, Economics, Research, Analytics"
28712,Многомерный хаос в четырехмерных отображениях Эно,teacher_122,В рамках проекта под руководством Эно' | автор Многомерный исследует математические модели динамического хаоса. Работа фокусируется на анализе сложных нелинейных систем и особенностей поведения четырехмерных отображений. Применяются методы численного моделирования для изучения свойств аттракторов и бифуркаций.,"Research, Analytics, Data Science"
29459,Система контроля качества для e-commerce на основе кросс-доменной адаптации методов обнаружения фейков с использованием больших мультимодальных моделей,teacher_123,"Проект разрабатывает интеллектуальную систему для защиты платформ электронной коммерции от фальсификата и недостоверной информации. В основе лежат большие мультимодальные ИИ-модели, способные анализировать как текст, так и изображения. Кросс-доменная адаптация позволит эффективно переносить навыки распознавания фейков на новые категории товаров.","Machine Learning, Computer Vision, NLP, Product Management, Data Science"
30753,"Коммуникация актёра и зрителя в иммерсивном театре: механики, стратегии, эффекты",teacher_124,Данная работа изучает специфику интерактивного взаимодействия между аудиторией и исполнителями в формате иммерсивных спектаклей. Анализируются стратегии вовлечения зрителей и механики преодоления «четвертой стены». Исследуются психологические и эмоциональные эффекты такого рода театральных постановок.,"Research, Design, Strategy"
32764,Раскрытие доказательств в арбитражном процессе,teacher_64,Проект исследует процессуальный институт раскрытия доказательств при разрешении экономических споров в арбитражных судах. Рассматриваются актуальные проблемы правоприменительной практики и баланс интересов сторон. Вносятся предложения по совершенствованию арбитражного процессуального законодательства.,"Legal Tech, Research, Analytics"
32800,Разработка стратегии выхода 5Post на рынок экспресс-доставки в РФ на основе конкурентного и рыночного анализа,teacher_125,В работе формируется стратегический план по запуску услуг экспресс-доставки компанией 5Post на российском рынке. Проводится детальный анализ конкурентной среды и выявляются ключевые рыночные ниши. Обосновывается экономическая и логистическая модель для успешного позиционирования нового продукта.,"Strategy, Product Management, Business Analysis, Marketing"
32877,Разработка комплекса маркетинга для приложения самоограничения потребления контента в социальных сетях,teacher_79,"Проект посвящен созданию стратегии продвижения мобильного приложения, помогающего бороться с цифровой зависимостью. Разрабатывается полноценный комплекс маркетинга: от позиционирования продукта до каналов привлечения аудитории. Анализируются потребности пользователей в осознанном потреблении контента.","Marketing, Strategy, Product Management"
33568,Разработка стратегии управления изменениями в консалтинговой компании,teacher_126,Данное исследование направлено на формирование эффективных подходов к внедрению организационных изменений в сфере консалтинга. Рассматриваются методы преодоления сопротивления сотрудников и адаптации корпоративной культуры. Итогом станет практический фреймворк для управления трансформациями бизнеса.,"Strategy, Product Management, Business Analysis"
